# D_loss, G_loss
1.356555700302124023e+00,6.756520867347717285e-01
1.363819718360900879e+00,6.699676513671875000e-01
1.363843798637390137e+00,6.817736625671386719e-01
1.375174999237060547e+00,6.774192452430725098e-01
1.382555484771728516e+00,6.841316223144531250e-01
1.371416330337524414e+00,6.751315593719482422e-01
1.366686344146728516e+00,6.785488128662109375e-01
1.355210542678833008e+00,6.816682219505310059e-01
1.380848169326782227e+00,6.766607761383056641e-01
1.376308679580688477e+00,6.696337461471557617e-01
1.360706567764282227e+00,6.843155026435852051e-01
1.374416351318359375e+00,6.780815124511718750e-01
1.358448147773742676e+00,6.771900057792663574e-01
1.375456094741821289e+00,6.831532716751098633e-01
1.360680103302001953e+00,6.767245531082153320e-01
1.368484735488891602e+00,6.771205663681030273e-01
1.367107868194580078e+00,6.844229102134704590e-01
1.356147527694702148e+00,6.801804304122924805e-01
1.366413354873657227e+00,6.805040836334228516e-01
1.361955165863037109e+00,6.748861074447631836e-01
1.379907846450805664e+00,6.818037033081054688e-01
1.352191925048828125e+00,6.712077856063842773e-01
1.373941421508789062e+00,6.703932881355285645e-01
1.363168478012084961e+00,6.722430586814880371e-01
1.369546175003051758e+00,6.775245666503906250e-01
1.364242196083068848e+00,6.748263239860534668e-01
1.368292570114135742e+00,6.793993115425109863e-01
1.375258922576904297e+00,6.704462170600891113e-01
1.383393764495849609e+00,6.735508441925048828e-01
1.357556343078613281e+00,6.744879484176635742e-01
1.375190258026123047e+00,6.767684221267700195e-01
1.366816043853759766e+00,6.755545139312744141e-01
1.354479312896728516e+00,6.727275848388671875e-01
1.375786542892456055e+00,6.754996776580810547e-01
1.373805761337280273e+00,6.673600673675537109e-01
1.363828420639038086e+00,6.746293306350708008e-01
1.372678995132446289e+00,6.760404706001281738e-01
1.367580175399780273e+00,6.804867982864379883e-01
1.374871015548706055e+00,6.770586371421813965e-01
1.363473653793334961e+00,6.743793487548828125e-01
1.368697166442871094e+00,6.805324554443359375e-01
1.366285920143127441e+00,6.770595908164978027e-01
1.367591381072998047e+00,6.758256554603576660e-01
1.367645621299743652e+00,6.763396859169006348e-01
1.362222433090209961e+00,6.710284948348999023e-01
1.376822471618652344e+00,6.738305091857910156e-01
1.365659236907958984e+00,6.793927550315856934e-01
1.376357436180114746e+00,6.796095371246337891e-01
1.376870155334472656e+00,6.755062341690063477e-01
1.380569338798522949e+00,6.769772768020629883e-01
1.371511816978454590e+00,6.768292784690856934e-01
1.373903512954711914e+00,6.797503232955932617e-01
1.365721940994262695e+00,6.781237125396728516e-01
1.369244575500488281e+00,6.790788769721984863e-01
1.379606485366821289e+00,6.811180114746093750e-01
1.378476381301879883e+00,6.827332377433776855e-01
1.362505674362182617e+00,6.744225025177001953e-01
1.380154967308044434e+00,6.771315336227416992e-01
1.370266914367675781e+00,6.753359436988830566e-01
1.363548517227172852e+00,6.802196502685546875e-01
1.366363525390625000e+00,6.779553294181823730e-01
1.372507572174072266e+00,6.787543296813964844e-01
1.379339694976806641e+00,6.812484264373779297e-01
1.364512205123901367e+00,6.833885312080383301e-01
1.392481088638305664e+00,6.760721206665039062e-01
1.366061925888061523e+00,6.815235614776611328e-01
1.362977147102355957e+00,6.807056069374084473e-01
1.358796954154968262e+00,6.768432855606079102e-01
1.363470792770385742e+00,6.766965389251708984e-01
1.375655412673950195e+00,6.796452999114990234e-01
1.377102851867675781e+00,6.783613562583923340e-01
1.361843347549438477e+00,6.751842498779296875e-01
1.365825533866882324e+00,6.801147460937500000e-01
1.366419315338134766e+00,6.816607713699340820e-01
1.384960174560546875e+00,6.843480467796325684e-01
1.350134134292602539e+00,6.830816864967346191e-01
1.369984865188598633e+00,6.813284158706665039e-01
1.367256164550781250e+00,6.814057230949401855e-01
1.353595733642578125e+00,6.837581396102905273e-01
1.360701322555541992e+00,6.780561804771423340e-01
1.359790444374084473e+00,6.824357509613037109e-01
1.374155521392822266e+00,6.786540746688842773e-01
1.361893057823181152e+00,6.813158988952636719e-01
1.368383288383483887e+00,6.808350086212158203e-01
1.363676667213439941e+00,6.819599270820617676e-01
1.369127869606018066e+00,6.823546290397644043e-01
1.369673967361450195e+00,6.869675517082214355e-01
1.361869812011718750e+00,6.839911937713623047e-01
1.364766478538513184e+00,6.822700500488281250e-01
1.368914961814880371e+00,6.832545399665832520e-01
1.366348505020141602e+00,6.811170578002929688e-01
1.361984729766845703e+00,6.847898960113525391e-01
1.379130959510803223e+00,6.819768548011779785e-01
1.368710994720458984e+00,6.828149557113647461e-01
1.354060530662536621e+00,6.876314282417297363e-01
1.363054394721984863e+00,6.812299489974975586e-01
1.365691304206848145e+00,6.837063431739807129e-01
1.358603119850158691e+00,6.838374733924865723e-01
1.366079449653625488e+00,6.808145642280578613e-01
1.363106846809387207e+00,6.821064949035644531e-01
1.370142936706542969e+00,6.856213808059692383e-01
1.360605359077453613e+00,6.852839589118957520e-01
1.365637660026550293e+00,6.830579042434692383e-01
1.360090613365173340e+00,6.862433552742004395e-01
1.360687613487243652e+00,6.913485527038574219e-01
1.359025478363037109e+00,6.933555603027343750e-01
1.357287645339965820e+00,6.896297931671142578e-01
1.362475872039794922e+00,6.872360706329345703e-01
1.359659433364868164e+00,6.924890279769897461e-01
1.363520264625549316e+00,6.875386834144592285e-01
1.363401174545288086e+00,6.858853697776794434e-01
1.364342331886291504e+00,6.940398216247558594e-01
1.365737199783325195e+00,6.908918619155883789e-01
1.366480708122253418e+00,6.908330917358398438e-01
1.375211477279663086e+00,6.878951787948608398e-01
1.356719493865966797e+00,6.848694086074829102e-01
1.361959099769592285e+00,6.856909990310668945e-01
1.359777450561523438e+00,6.841934919357299805e-01
1.353152990341186523e+00,6.865436434745788574e-01
1.361974000930786133e+00,6.860713362693786621e-01
1.349616765975952148e+00,6.870886683464050293e-01
1.366490840911865234e+00,6.886130571365356445e-01
1.347477197647094727e+00,6.894084215164184570e-01
1.366288185119628906e+00,6.863961219787597656e-01
1.353843450546264648e+00,6.891239881515502930e-01
1.350172281265258789e+00,6.820634603500366211e-01
1.358938694000244141e+00,6.961577534675598145e-01
1.359228849411010742e+00,6.879746913909912109e-01
1.360655546188354492e+00,6.911513805389404297e-01
1.352552890777587891e+00,6.913436651229858398e-01
1.360544919967651367e+00,6.887740492820739746e-01
1.370068669319152832e+00,6.898396015167236328e-01
1.350939273834228516e+00,6.947716474533081055e-01
1.343766450881958008e+00,6.914952397346496582e-01
1.357236623764038086e+00,6.817576885223388672e-01
1.349883437156677246e+00,6.896616220474243164e-01
1.357743978500366211e+00,6.850557327270507812e-01
1.350994944572448730e+00,6.925960779190063477e-01
1.360976338386535645e+00,6.918059587478637695e-01
1.354002594947814941e+00,6.908617019653320312e-01
1.349606513977050781e+00,6.916603446006774902e-01
1.354076981544494629e+00,6.920166611671447754e-01
1.355115890502929688e+00,6.923704147338867188e-01
1.342115640640258789e+00,6.940612792968750000e-01
1.358646392822265625e+00,6.937656402587890625e-01
1.360669136047363281e+00,6.937044858932495117e-01
1.358097314834594727e+00,6.921877861022949219e-01
1.350160598754882812e+00,6.905512809753417969e-01
1.355641603469848633e+00,6.922103166580200195e-01
1.359197258949279785e+00,6.893742084503173828e-01
1.358088731765747070e+00,6.910684108734130859e-01
1.358780622482299805e+00,6.921710371971130371e-01
1.365532398223876953e+00,6.931982636451721191e-01
1.351674795150756836e+00,6.945285201072692871e-01
1.364200472831726074e+00,6.985112428665161133e-01
1.348738551139831543e+00,6.952621340751647949e-01
1.351395010948181152e+00,6.954150795936584473e-01
1.371430993080139160e+00,6.891261339187622070e-01
1.357579350471496582e+00,6.920650601387023926e-01
1.349818110466003418e+00,6.936208605766296387e-01
1.358616352081298828e+00,6.911351680755615234e-01
1.352637529373168945e+00,6.936700344085693359e-01
1.348107576370239258e+00,6.929908394813537598e-01
1.352679252624511719e+00,7.006319761276245117e-01
1.340362548828125000e+00,6.957347989082336426e-01
1.349151968955993652e+00,6.937559247016906738e-01
1.357492208480834961e+00,6.950920820236206055e-01
1.360749244689941406e+00,7.003531455993652344e-01
1.354918122291564941e+00,6.934340000152587891e-01
1.359132170677185059e+00,6.947323083877563477e-01
1.362864255905151367e+00,6.955527663230895996e-01
1.366119861602783203e+00,6.911362409591674805e-01
1.346006870269775391e+00,6.898213624954223633e-01
1.346221446990966797e+00,6.950676441192626953e-01
1.353234767913818359e+00,6.949153542518615723e-01
1.373991966247558594e+00,6.921787858009338379e-01
1.375944375991821289e+00,6.939721107482910156e-01
1.357481002807617188e+00,6.925413608551025391e-01
1.359193801879882812e+00,7.033343911170959473e-01
1.362933158874511719e+00,6.920135021209716797e-01
1.354144811630249023e+00,6.946125626564025879e-01
1.358060121536254883e+00,6.962134838104248047e-01
1.349274039268493652e+00,6.953943967819213867e-01
1.369090318679809570e+00,6.963344812393188477e-01
1.352136135101318359e+00,6.961001157760620117e-01
1.354046821594238281e+00,6.941229701042175293e-01
1.344148159027099609e+00,6.955636739730834961e-01
1.340880155563354492e+00,6.910413503646850586e-01
1.353761672973632812e+00,6.967443227767944336e-01
1.348260164260864258e+00,6.954228281974792480e-01
1.351702451705932617e+00,6.968725919723510742e-01
1.359153866767883301e+00,6.922692656517028809e-01
1.363204479217529297e+00,6.979584693908691406e-01
1.347791552543640137e+00,6.894181370735168457e-01
1.364634871482849121e+00,6.957226991653442383e-01
1.351394176483154297e+00,6.874995231628417969e-01
1.353302478790283203e+00,6.908702850341796875e-01
1.344665765762329102e+00,7.041064500808715820e-01
1.355145335197448730e+00,6.809925436973571777e-01
1.356643438339233398e+00,6.888664960861206055e-01
1.346886634826660156e+00,6.882227659225463867e-01
1.344699621200561523e+00,6.886214017868041992e-01
1.360479116439819336e+00,6.866993904113769531e-01
1.357380390167236328e+00,6.936239600181579590e-01
1.355820417404174805e+00,6.875439286231994629e-01
1.362583041191101074e+00,6.858681440353393555e-01
1.371455073356628418e+00,6.819421648979187012e-01
1.377191901206970215e+00,6.777235269546508789e-01
1.355586767196655273e+00,6.769030690193176270e-01
1.353816866874694824e+00,6.852374672889709473e-01
1.375717401504516602e+00,6.802219152450561523e-01
1.362649202346801758e+00,6.788834333419799805e-01
1.369278907775878906e+00,6.805993318557739258e-01
1.369345188140869141e+00,6.828910112380981445e-01
1.365128040313720703e+00,6.732612252235412598e-01
1.366205692291259766e+00,6.765573024749755859e-01
1.371791601181030273e+00,6.997234225273132324e-01
1.366162061691284180e+00,6.729903221130371094e-01
1.367264628410339355e+00,6.757329702377319336e-01
1.379144549369812012e+00,6.715240478515625000e-01
1.381580829620361328e+00,6.756830215454101562e-01
1.387287259101867676e+00,6.674753427505493164e-01
1.362196922302246094e+00,6.678555607795715332e-01
1.379329323768615723e+00,6.688393950462341309e-01
1.373166322708129883e+00,6.775164008140563965e-01
1.386234283447265625e+00,6.694788932800292969e-01
1.392585635185241699e+00,6.802341938018798828e-01
1.369556069374084473e+00,6.712327003479003906e-01
1.369810223579406738e+00,6.720064878463745117e-01
1.380358934402465820e+00,6.911333203315734863e-01
1.367877721786499023e+00,6.695265173912048340e-01
1.373696565628051758e+00,6.755404472351074219e-01
1.363999128341674805e+00,6.744454503059387207e-01
1.380134820938110352e+00,6.730691194534301758e-01
1.388008356094360352e+00,6.698325872421264648e-01
1.375151157379150391e+00,6.841858029365539551e-01
1.379198431968688965e+00,6.702447533607482910e-01
1.395006537437438965e+00,6.744097471237182617e-01
1.377830624580383301e+00,6.753136515617370605e-01
1.377598047256469727e+00,6.694893836975097656e-01
1.389219641685485840e+00,6.693398356437683105e-01
1.386767148971557617e+00,6.747863888740539551e-01
1.393646597862243652e+00,6.700203418731689453e-01
1.369899749755859375e+00,6.782809495925903320e-01
1.367561101913452148e+00,6.725220084190368652e-01
1.389293193817138672e+00,6.799482107162475586e-01
1.385408639907836914e+00,6.851233839988708496e-01
1.382957220077514648e+00,6.715707778930664062e-01
1.368079304695129395e+00,6.882288455963134766e-01
1.382372975349426270e+00,6.818722486495971680e-01
1.375353574752807617e+00,6.784819364547729492e-01
1.384294748306274414e+00,6.782025694847106934e-01
1.370560526847839355e+00,6.757284402847290039e-01
1.369277238845825195e+00,6.800521612167358398e-01
1.374552249908447266e+00,6.759639382362365723e-01
1.363962173461914062e+00,6.751269102096557617e-01
1.370350003242492676e+00,6.791054010391235352e-01
1.388200521469116211e+00,6.779625415802001953e-01
1.384927034378051758e+00,6.645265221595764160e-01
1.380628347396850586e+00,6.805241107940673828e-01
1.372213363647460938e+00,6.733170747756958008e-01
1.369272708892822266e+00,6.731749773025512695e-01
1.374405026435852051e+00,6.733776330947875977e-01
1.366636753082275391e+00,6.729326248168945312e-01
1.357234954833984375e+00,6.734756827354431152e-01
1.379513263702392578e+00,6.825551986694335938e-01
1.381582021713256836e+00,6.756049394607543945e-01
1.370898723602294922e+00,6.722463965415954590e-01
1.383925914764404297e+00,6.754840016365051270e-01
1.372138738632202148e+00,6.720430850982666016e-01
1.375094413757324219e+00,6.792150735855102539e-01
1.378851890563964844e+00,6.753083467483520508e-01
1.380394935607910156e+00,6.797912120819091797e-01
1.388273119926452637e+00,6.761922240257263184e-01
1.363650560379028320e+00,6.743643283843994141e-01
1.369746685028076172e+00,6.804776787757873535e-01
1.380516290664672852e+00,6.741973161697387695e-01
1.371600031852722168e+00,6.776256561279296875e-01
1.374055504798889160e+00,6.825157999992370605e-01
1.378539562225341797e+00,6.851249933242797852e-01
1.388628482818603516e+00,6.828068494796752930e-01
1.361144065856933594e+00,6.776357293128967285e-01
1.366195559501647949e+00,6.849738955497741699e-01
1.363312363624572754e+00,6.996913552284240723e-01
1.380732536315917969e+00,6.860505938529968262e-01
1.376372098922729492e+00,6.789736151695251465e-01
1.367026329040527344e+00,6.803290247917175293e-01
1.367092132568359375e+00,6.771402359008789062e-01
1.371926546096801758e+00,6.897506713867187500e-01
1.383533239364624023e+00,6.813946962356567383e-01
1.368371963500976562e+00,6.767730712890625000e-01
1.388785004615783691e+00,6.840592026710510254e-01
1.373353242874145508e+00,6.790359616279602051e-01
1.366970062255859375e+00,6.742792725563049316e-01
1.375574707984924316e+00,6.806180477142333984e-01
1.389195203781127930e+00,6.840044260025024414e-01
1.382802248001098633e+00,6.997022628784179688e-01
1.381186008453369141e+00,6.684188246726989746e-01
1.365575075149536133e+00,6.792924404144287109e-01
1.378979206085205078e+00,6.828933358192443848e-01
1.368450641632080078e+00,6.797111630439758301e-01
1.384564876556396484e+00,6.822283267974853516e-01
1.389685630798339844e+00,6.813468337059020996e-01
1.382455587387084961e+00,6.802793741226196289e-01
1.376184344291687012e+00,6.804178357124328613e-01
1.386164426803588867e+00,6.771913766860961914e-01
1.372175455093383789e+00,6.816008687019348145e-01
1.375622272491455078e+00,6.926416158676147461e-01
1.370534777641296387e+00,6.781185865402221680e-01
1.381358385086059570e+00,6.756778359413146973e-01
1.400443553924560547e+00,6.808305978775024414e-01
1.365888833999633789e+00,6.796516180038452148e-01
1.377819538116455078e+00,6.828019618988037109e-01
1.359579801559448242e+00,6.803672909736633301e-01
1.380071878433227539e+00,6.820875406265258789e-01
1.387183785438537598e+00,6.894096136093139648e-01
1.372810125350952148e+00,6.885281801223754883e-01
1.369677305221557617e+00,6.795948147773742676e-01
1.388090848922729492e+00,6.829244494438171387e-01
1.388245344161987305e+00,7.291302680969238281e-01
1.384758353233337402e+00,6.775977611541748047e-01
1.374855518341064453e+00,6.798239946365356445e-01
1.380160331726074219e+00,6.835979819297790527e-01
1.371618747711181641e+00,6.894838809967041016e-01
1.379755973815917969e+00,6.813009977340698242e-01
1.375211477279663086e+00,6.813430190086364746e-01
1.372686862945556641e+00,6.784650087356567383e-01
1.381129741668701172e+00,6.776543855667114258e-01
1.364801168441772461e+00,6.818293929100036621e-01
1.370335578918457031e+00,6.847423315048217773e-01
1.370852112770080566e+00,6.868273615837097168e-01
1.384060263633728027e+00,6.985406279563903809e-01
1.359039306640625000e+00,6.859435439109802246e-01
1.361876249313354492e+00,6.803808808326721191e-01
1.380400896072387695e+00,6.835840940475463867e-01
1.392074108123779297e+00,6.898570060729980469e-01
1.364303231239318848e+00,6.776923537254333496e-01
1.383468627929687500e+00,6.807064414024353027e-01
1.368953227996826172e+00,6.836543083190917969e-01
1.365436673164367676e+00,6.887208223342895508e-01
1.376026391983032227e+00,6.811119318008422852e-01
1.373595714569091797e+00,6.829759478569030762e-01
1.380621194839477539e+00,6.813801527023315430e-01
1.367900490760803223e+00,6.825462579727172852e-01
1.361345291137695312e+00,6.806244850158691406e-01
1.376479387283325195e+00,6.800405383110046387e-01
1.372885704040527344e+00,6.820701360702514648e-01
1.371385097503662109e+00,7.221488952636718750e-01
1.363392591476440430e+00,6.823614835739135742e-01
1.381381034851074219e+00,6.811770200729370117e-01
1.355948805809020996e+00,6.865906715393066406e-01
1.380915164947509766e+00,6.777358055114746094e-01
1.382351398468017578e+00,6.886312961578369141e-01
1.367591261863708496e+00,6.851992607116699219e-01
1.383701086044311523e+00,6.805655956268310547e-01
1.374521017074584961e+00,6.832149624824523926e-01
1.362492322921752930e+00,6.845234036445617676e-01
1.371208429336547852e+00,6.858667135238647461e-01
1.361223816871643066e+00,6.837534308433532715e-01
1.369304180145263672e+00,6.777070760726928711e-01
1.379080653190612793e+00,6.863318681716918945e-01
1.379452943801879883e+00,6.867595314979553223e-01
1.363152027130126953e+00,6.837568283081054688e-01
1.383470416069030762e+00,6.854220032691955566e-01
1.376166939735412598e+00,6.913603544235229492e-01
1.375484704971313477e+00,6.851534843444824219e-01
1.377072453498840332e+00,6.913424730300903320e-01
1.364028215408325195e+00,6.897004246711730957e-01
1.368763685226440430e+00,6.847006678581237793e-01
1.374400019645690918e+00,6.840788722038269043e-01
1.368079662322998047e+00,6.938581466674804688e-01
1.372575998306274414e+00,6.965783834457397461e-01
1.384440898895263672e+00,6.848948001861572266e-01
1.383835315704345703e+00,6.922876238822937012e-01
1.367726325988769531e+00,6.854785680770874023e-01
1.372086524963378906e+00,6.851385831832885742e-01
1.367082834243774414e+00,6.934004426002502441e-01
1.356787919998168945e+00,6.922646164894104004e-01
1.376893758773803711e+00,6.991482377052307129e-01
1.380295753479003906e+00,6.860635280609130859e-01
1.375944018363952637e+00,6.840870380401611328e-01
1.366341352462768555e+00,6.918691992759704590e-01
1.350015401840209961e+00,7.027457356452941895e-01
1.383736610412597656e+00,6.871665716171264648e-01
1.373615741729736328e+00,6.915224790573120117e-01
1.374613761901855469e+00,6.921089887619018555e-01
1.377612590789794922e+00,6.923494935035705566e-01
1.383173942565917969e+00,6.934509873390197754e-01
1.381161689758300781e+00,6.879165172576904297e-01
1.368198156356811523e+00,6.927673816680908203e-01
1.367074966430664062e+00,6.872551441192626953e-01
1.382423877716064453e+00,6.849601268768310547e-01
1.366448402404785156e+00,6.901971697807312012e-01
1.374256610870361328e+00,6.945298314094543457e-01
1.360007047653198242e+00,6.843478679656982422e-01
1.369322299957275391e+00,6.886877417564392090e-01
1.377288341522216797e+00,6.895185112953186035e-01
1.376173615455627441e+00,6.896627545356750488e-01
1.383121252059936523e+00,6.940081715583801270e-01
1.359089255332946777e+00,6.860307455062866211e-01
1.365426182746887207e+00,6.911696195602416992e-01
1.364236712455749512e+00,6.909764409065246582e-01
1.370490550994873047e+00,6.867197155952453613e-01
1.368653774261474609e+00,6.957689523696899414e-01
1.367261409759521484e+00,6.911433339118957520e-01
1.370029211044311523e+00,6.913222670555114746e-01
1.376889586448669434e+00,6.979674100875854492e-01
1.370300769805908203e+00,6.880120635032653809e-01
1.372755765914916992e+00,6.919968128204345703e-01
1.375692248344421387e+00,7.219270467758178711e-01
1.365722894668579102e+00,6.891700625419616699e-01
1.374815940856933594e+00,6.901304721832275391e-01
1.357873678207397461e+00,7.201325893402099609e-01
1.363082170486450195e+00,6.915156841278076172e-01
1.375988960266113281e+00,7.086374163627624512e-01
1.363272666931152344e+00,6.901262998580932617e-01
1.363755702972412109e+00,6.961799860000610352e-01
1.371688842773437500e+00,6.938866376876831055e-01
1.358061790466308594e+00,7.092240452766418457e-01
